p_n,p_r,assort_mean,assort_std,mean_degree_mean,mean_degree_std,expected_mean_degree_mean,assort_min,assort_max,mean_min,mean_max
0.1,0.01,0.42684848877302434,0.0948316682351809,2.166079999999999,0.19714147997378031,2.1736526946107566,0.4226074876411529,0.43108948990489576,2.174896435008125,2.174896435008125
0.2,0.01,0.4174685672766051,0.10341138819662087,2.4123999999999994,0.2104747948770996,2.4386663349091635,0.4128438694034998,0.42209326514971035,2.4218127189779097,2.4218127189779097
0.3,0.01,0.4114884211153982,0.09697990430284242,2.7358399999999987,0.2460629764445545,2.7772740153018103,0.4071513479459466,0.4158254942848498,2.746844270841518,2.746844270841518
0.4,0.01,0.3912016393603967,0.10671098127633181,3.2350799999999955,0.3165099535581826,3.225074037512304,0.386429379198805,0.3959738995219884,3.2492347554342236,3.2492347554342236
0.5,0.01,0.38370312655663374,0.10277895078627448,3.811640000000001,0.40539412822387605,3.8450372695174373,0.37910671214434943,0.38829954096891806,3.8297697765677583,3.8297697765677583
0.6,0.01,0.3679175051006395,0.1115221417293515,4.6978800000000005,0.5296842799941736,4.760077707625026,0.36293008330257553,0.3729049268987034,4.721568201133601,4.721568201133601
0.7,0.01,0.327040317082944,0.11580063813951813,6.21436,0.7394138598323838,6.246653919694046,0.32186155510858766,0.33221907905730036,6.247427593081814,6.247427593081814
0.8,0.01,0.2922172262399691,0.1146420750214335,9.132439999999997,1.3213855477989245,9.083410565338358,0.28709027678337795,0.29734417569656024,9.191534158187281,9.191534158187281
0.9,0.01,0.2069456454853518,0.11926276596211259,16.524519999999995,2.953600765941317,16.640067911714866,0.20161205244783317,0.21227923852287042,16.6566090418208,16.6566090418208
